TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Spill(m^3/s),Inflow(m^3/s),Rainfall(mm)
2024-09-28,704.15,38.4492,81.12,0.0,16.32,0.0
2024-09-29,704.0,38.1311,80.45,0.0,16.66,4.0
2024-09-30,704.0,38.1311,80.45,0.0,20.34,33.0
2024-10-01,,,,,,
2024-10-02,,,,,,
2024-10-03,,,,,,
2024-10-04,,,,,,
2024-10-05,,,,,,
2024-10-06,,,,,,
2024-10-07,,,,,,
2024-10-08,,,,,,
2024-10-09,,,,,,
2024-10-10,,,,,,
2024-10-11,,,,,,
2024-10-12,,,,,,
2024-10-13,,,,,,
2024-10-14,,,,,,
2024-10-15,,,,,,
2024-10-16,,,,,,
2024-10-17,,,,,,
