TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Spill(m^3/s),Inflow(m^3/s),Rainfall(mm)
2024-09-27,1203.12,32.8476,65.92,0.0,0.0,0.0
2024-09-28,1203.15,32.9432,66.11,0.0,1.11,30.0
2024-09-29,1203.18,33.0387,66.3,0.0,1.11,23.0
2024-09-30,1203.26,33.3653,66.96,0.0,3.78,44.0
2024-10-01,,,,,,
2024-10-02,,,,,,
2024-10-03,,,,,,
2024-10-04,,,,,,
2024-10-05,,,,,,
2024-10-06,,,,,,
2024-10-07,,,,,,
2024-10-08,,,,,,
2024-10-09,,,,,,
2024-10-10,,,,,,
2024-10-11,,,,,,
2024-10-12,,,,,,
2024-10-13,,,,,,
2024-10-14,,,,,,
2024-10-15,,,,,,
2024-10-16,,,,,,
2024-10-17,,,,,,
