TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Inflow(m^3/s),Rainfall(mm),Spill(m^3/s)
2024-07-24,60.18,18.12,89.0,3.01,29.0,
2024-07-25,60.48,18.12,91.0,3.59,70.0,
2024-07-26,60.76,18.12,93.0,4.63,29.0,
2024-07-27,60.88,18.12,94.0,5.56,2.4,
2024-07-28,60.93,18.12,94.0,4.73,14.0,
2024-07-29,61.06,18.12,95.0,6.11,59.0,
2024-07-30,62.47,18.12,100.0,80.82,300.0,
2024-07-31,60.67,18.12,98.0,73.72,55.0,
2024-08-01,60.4,18.12,90.0,2.63,43.0,
2024-08-02,60.27,18.12,89.0,21.59,16.0,
2024-08-03,60.18,18.12,89.0,15.77,7.0,
2024-08-04,60.12,18.12,88.0,12.12,6.0,
2024-08-05,60.08,18.12,88.0,10.0,3.0,
2024-08-06,60.07,18.12,88.0,9.99,31.0,
2024-08-07,60.05,18.12,88.0,3.39,0.0,
2024-08-08,60.07,18.12,88.0,1.12,0.0,
2024-08-09,60.1,18.12,88.0,1.28,2.0,
2024-08-10,60.12,18.12,88.0,1.2,5.2,
2024-08-11,60.13,18.12,88.0,0.98,0.0,
2024-08-12,60.14,18.12,88.0,1.11,7.0,
2024-08-13,60.13,18.12,88.0,0.63,0.0,
2024-08-14,,,,,,
2024-08-15,60.19,18.12,89.0,0.94,1.0,
2024-08-16,,,,,,
2024-08-17,60.17,18.12,89.0,0.68,0.0,
2024-08-18,60.17,18.12,89.0,0.91,5.0,
2024-08-19,60.15,18.12,88.0,0.54,4.0,
2024-08-20,60.14,18.12,88.0,0.76,3.4,
2024-08-21,60.14,18.12,88.0,0.88,17.0,
2024-08-22,60.12,18.12,88.0,0.5,2.0,
2024-08-23,60.1,18.12,88.0,0.47,0.0,
2024-08-24,60.09,18.12,88.0,0.69,4.0,
2024-08-25,60.07,18.12,88.0,0.43,2.0,
2024-08-26,60.06,18.12,88.0,0.53,2.0,
2024-08-27,60.04,18.12,88.0,0.5,5.0,
2024-08-28,60.02,18.12,87.0,0.35,0.0,
2024-08-29,60.03,18.12,87.0,0.83,26.0,
2024-08-30,60.09,18.12,88.0,1.85,54.0,
2024-08-31,60.25,18.12,89.0,3.67,55.0,
2024-09-01,60.31,18.12,90.0,2.0,15.0,
2024-09-02,60.29,18.12,90.0,1.77,16.0,
2024-09-03,60.33,18.12,90.0,2.89,43.0,
2024-09-04,,,,,,
2024-09-05,,,,,,
2024-09-06,,,,,,
2024-09-07,,,,,,
2024-09-08,,,,,,
2024-09-09,,,,,,
2024-09-10,,,,,,
2024-09-11,,,,,,
2024-09-12,,,,,,
2024-09-13,,,,,,
2024-09-14,,,,,,
2024-09-15,,,,,,
2024-09-16,,,,,,
2024-09-17,,,,,,
2024-09-18,,,,,,
2024-09-19,,,,,,
2024-09-20,,,,,,
2024-09-21,,,,,,
2024-09-22,,,,,,
2024-09-23,,,,,,
2024-09-24,,,,,,
2024-09-25,,,,,,
2024-09-26,,,,,,
2024-09-27,,,,,,
2024-09-28,,,,,,
2024-09-29,,,,,,
2024-09-30,,,,,,
2024-10-01,,,,,,
2024-10-02,,,,,,
2024-10-03,,,,,,
2024-10-04,,,,,,
2024-10-05,,,,,,
2024-10-06,,,,,,
2024-10-07,,,,,,
2024-10-08,,,,,,
2024-10-09,,,,,,
2024-10-10,,,,,,
2024-10-11,,,,,,
2024-10-12,,,,,,
2024-10-13,,,,,,
2024-10-14,,,,,,
2024-10-15,,,,,,
2024-10-16,,,,,,
2024-10-17,,,,,,
